work_year,job_title,salary_in_usd,employee_residence,company_location,job_category,experience_level_desc,employment_type_desc,work_setting,company_size_desc,region,residence_region,domestic_employment,cost_of_living_index,tech_stack,english_level,tech_specialization,role_maturity,career_path,ai_relationship,demand_index,economic_period,adjusted_salary,salary_to_experience_ratio,normalized_salary,total_compensation_estimate,work_life_balance,automation_risk,company_sector,salary_bracket,salary_competitiveness
2022,Data Engineer,150000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,150000.0,50000.0,107142.85714285714,187500.0,3.0,4.5,Technology,Medium-High,Average
2022,Data Analyst,154560,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,154560.0,51520.0,110400.0,193200.0,2.0,7.5,Technology,Medium-High,Highly Competitive
2022,Data Analyst,123648,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,123648.0,41216.0,88320.0,154560.0,2.0,7.5,Technology,Medium-Low,Competitive
2022,Data Analyst,130000,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,130000.0,43333.333333333336,92857.14285714287,162500.0,2.0,7.5,Technology,Medium-Low,Competitive
2022,Data Analyst,100000,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,100000.0,33333.333333333336,71428.57142857143,125000.0,2.0,7.5,Technology,Medium-Low,Competitive
2022,Data Engineer,170000,US,US,Data Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,170000.0,85000.0,170000.0,212500.0,2.0,4.5,Technology,Medium-High,Competitive
2022,Data Engineer,145000,US,US,Data Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,145000.0,72500.0,145000.0,181250.0,2.0,4.5,Technology,Medium-High,Competitive
2022,Data Engineer,135000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,135000.0,45000.0,96428.57142857143,168750.0,3.0,4.5,Technology,Medium-Low,Below Average
2022,Data Engineer,100000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,100000.0,33333.333333333336,71428.57142857143,125000.0,3.0,4.5,Technology,Medium-Low,Below Average
2022,Data Scientist,247500,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,247500.0,82500.0,176785.7142857143,309375.0,2.0,4.0,Technology,High,Highly Competitive
2022,Data Scientist,172200,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,172200.0,57400.0,123000.00000000001,215250.0,2.0,4.0,Technology,Medium-High,Competitive
2022,Data Scientist,177500,US,US,Data Scientist,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,177500.0,59166.666666666664,126785.71428571429,221875.0,3.0,4.0,Technology,High,Competitive
2022,Data Scientist,134000,US,US,Data Scientist,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,134000.0,44666.666666666664,95714.28571428572,167500.0,3.0,4.0,Technology,Medium-Low,Average
2022,Data Scientist,185900,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,185900.0,61966.666666666664,132785.7142857143,232375.0,2.0,4.0,Technology,High,Competitive
2022,Data Scientist,129300,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,129300.0,43100.0,92357.14285714287,161625.0,2.0,4.0,Technology,Medium-Low,Average
2022,Data Architect,192564,US,US,Data Architect,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"System Design, Cloud Architecture, Data Modeling, Governance",Native,8.0,Established,Architecture,Moderately Impacted,9.0,Post-Pandemic,192564.0,64188.0,137545.7142857143,240705.0,3.0,3.0,Technology,High,Highly Competitive
2022,Data Architect,144854,US,US,Data Architect,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"System Design, Cloud Architecture, Data Modeling, Governance",Native,8.0,Established,Architecture,Moderately Impacted,9.0,Post-Pandemic,144854.0,48284.666666666664,103467.14285714287,181067.5,3.0,3.0,Technology,Medium-High,Competitive
2022,Data Analyst,130000,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,130000.0,43333.333333333336,92857.14285714287,162500.0,2.0,7.5,Technology,Medium-Low,Competitive
2022,Data Analyst,105000,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,105000.0,35000.0,75000.0,131250.0,2.0,7.5,Technology,Medium-Low,Competitive
2022,Data Engineer,179305,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,179305.0,59768.333333333336,128075.00000000001,224131.25,3.0,4.5,Technology,High,Competitive
2022,Data Engineer,142127,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,142127.0,47375.666666666664,101519.28571428572,177658.75,3.0,4.5,Technology,Medium-High,Average
2022,Data Engineer,315000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,315000.0,105000.0,225000.0,393750.0,3.0,4.5,Technology,High,Highly Competitive
2022,Data Engineer,225000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,225000.0,75000.0,160714.2857142857,281250.0,3.0,4.5,Technology,High,Competitive
2022,Data Scientist,243900,US,US,Data Scientist,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,243900.0,81300.0,174214.28571428574,304875.0,3.0,4.0,Technology,High,Highly Competitive
2022,Data Scientist,156600,US,US,Data Scientist,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,156600.0,52200.0,111857.14285714287,195750.0,3.0,4.0,Technology,Medium-High,Average
2022,Data Analyst,206000,US,US,Data Analyst,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,206000.0,103000.0,206000.0,257500.0,2.0,7.5,Technology,High,Highly Competitive
2022,Data Analyst,160000,US,US,Data Analyst,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,160000.0,80000.0,160000.0,200000.0,2.0,7.5,Technology,Medium-High,Highly Competitive
2022,Data Analyst,109000,US,US,Data Analyst,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,109000.0,54500.0,109000.0,136250.0,2.0,7.5,Technology,Medium-Low,Competitive
2022,Data Analyst,79000,US,US,Data Analyst,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,79000.0,39500.0,79000.0,98750.0,2.0,7.5,Technology,Low,Average
2022,Data Analyst,160000,US,US,Data Analyst,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,160000.0,80000.0,160000.0,200000.0,2.0,7.5,Technology,Medium-High,Highly Competitive
2022,Data Analyst,109000,US,US,Data Analyst,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,109000.0,54500.0,109000.0,136250.0,2.0,7.5,Technology,Medium-Low,Competitive
2022,Data Scientist Lead,89306,AT,AT,Senior Data Scientist,Mid-Level,Full-time,Hybrid,Large,Europe,Europe,True,70.0,"Python, R, SQL, Cloud, Advanced ML, Leadership",Advanced,8.0,Established,Technical,Manages AI,9.2,Post-Pandemic,127580.00000000001,44653.0,81187.27272727272,107167.2,2.5,3.5,Services,Low,Average
2022,Data Engineer,182500,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,182500.0,60833.333333333336,130357.14285714287,228125.0,3.0,4.5,Technology,High,Competitive
2022,Data Engineer,128500,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,128500.0,42833.333333333336,91785.71428571429,160625.0,3.0,4.5,Technology,Medium-Low,Below Average
2022,Data Engineer,160000,US,US,Data Engineer,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,160000.0,80000.0,160000.0,200000.0,3.0,4.5,Technology,Medium-High,Competitive
2022,Data Engineer,90000,US,US,Data Engineer,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,90000.0,45000.0,90000.0,112500.0,3.0,4.5,Technology,Low,Below Average
2022,Data Manager,77300,US,US,Data Leadership,Entry-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Project Management, Team Leadership, Strategy, Stakeholder Management",Native,6.0,Established,Management,Directs AI Strategy,8.8,Post-Pandemic,77300.0,77300.0,128833.33333333334,96625.0,3.0,2.0,Technology,Low,Below Average
2022,Data Manager,45600,US,US,Data Leadership,Entry-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Project Management, Team Leadership, Strategy, Stakeholder Management",Native,6.0,Established,Management,Directs AI Strategy,8.8,Post-Pandemic,45600.0,45600.0,76000.0,57000.0,3.0,2.0,Technology,Low,Below Average
2022,Data Analyst,127000,US,US,Data Analyst,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,127000.0,42333.333333333336,90714.28571428572,158750.0,3.0,7.5,Technology,Medium-Low,Competitive
2022,Data Analyst,110000,US,US,Data Analyst,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,110000.0,36666.666666666664,78571.42857142858,137500.0,3.0,7.5,Technology,Medium-Low,Competitive
2022,Data Architect,210000,US,US,Data Architect,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"System Design, Cloud Architecture, Data Modeling, Governance",Native,8.0,Established,Architecture,Moderately Impacted,9.0,Post-Pandemic,210000.0,70000.0,150000.0,262500.0,3.0,3.0,Technology,High,Highly Competitive
2022,Data Architect,136000,US,US,Data Architect,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"System Design, Cloud Architecture, Data Modeling, Governance",Native,8.0,Established,Architecture,Moderately Impacted,9.0,Post-Pandemic,136000.0,45333.333333333336,97142.85714285714,170000.0,3.0,3.0,Technology,Medium-High,Competitive
2022,Cloud Data Engineer,12608,SK,SK,Data Engineer,Senior,Full-time,Remote,Small,Other,Other,True,70.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Intermediate,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,18011.428571428572,4202.666666666667,7504.761904761905,13868.800000000001,3.0,4.5,Services/Consulting,Low,Below Average
2022,Data Engineer,170000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,170000.0,56666.666666666664,121428.57142857143,212500.0,3.0,4.5,Technology,Medium-High,Competitive
2022,Data Engineer,140000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,140000.0,46666.666666666664,100000.0,175000.0,3.0,4.5,Technology,Medium-High,Average
2022,Data Engineer,247500,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,247500.0,82500.0,176785.7142857143,309375.0,2.0,4.5,Technology,High,Competitive
2022,Data Engineer,172200,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,172200.0,57400.0,123000.00000000001,215250.0,2.0,4.5,Technology,Medium-High,Competitive
2022,Data Engineer,225000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,225000.0,75000.0,160714.2857142857,281250.0,2.0,4.5,Technology,High,Competitive
2022,Data Engineer,184100,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,184100.0,61366.666666666664,131500.0,230125.0,2.0,4.5,Technology,High,Competitive
2022,Machine Learning Engineer,130000,US,US,ML Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,130000.0,65000.0,130000.0,162500.0,2.0,3.0,Technology,Medium-Low,Average
2022,Machine Learning Engineer,90000,US,US,ML Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,90000.0,45000.0,90000.0,112500.0,2.0,3.0,Technology,Low,Below Average
2022,Data Scientist,120000,US,US,Data Scientist,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,120000.0,60000.0,120000.0,150000.0,3.0,4.0,Technology,Medium-Low,Competitive
2022,Data Scientist,100000,US,US,Data Scientist,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,100000.0,50000.0,100000.0,125000.0,3.0,4.0,Technology,Medium-Low,Average
2022,Data Scientist,85000,US,US,Data Scientist,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,85000.0,42500.0,85000.0,106250.0,3.0,4.0,Technology,Low,Below Average
2022,Data Scientist,78000,US,US,Data Scientist,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,78000.0,39000.0,78000.0,97500.0,3.0,4.0,Technology,Low,Below Average
2022,Data Engineer,161000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,161000.0,53666.666666666664,115000.00000000001,201250.0,3.0,4.5,Technology,Medium-High,Average
2022,Data Engineer,110000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,110000.0,36666.666666666664,78571.42857142858,137500.0,3.0,4.5,Technology,Medium-Low,Below Average
2022,Data Scientist,136000,US,US,Data Scientist,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,136000.0,45333.333333333336,97142.85714285714,170000.0,3.0,4.0,Technology,Medium-High,Average
2022,Data Scientist,104000,US,US,Data Scientist,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,104000.0,34666.666666666664,74285.71428571429,130000.0,3.0,4.0,Technology,Medium-Low,Below Average
2022,Data Scientist,47280,ES,ES,Data Scientist,Senior,Full-time,On-site,Medium,Europe,Europe,True,75.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Intermediate,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,63040.0,15760.0,30701.2987012987,54372.00000000001,2.0,4.0,Mixed,Low,Below Average
2022,Data Scientist,37824,ES,ES,Data Scientist,Senior,Full-time,On-site,Medium,Europe,Europe,True,75.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Intermediate,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,50432.0,12608.0,24561.03896103896,43497.600000000006,2.0,4.0,Mixed,Low,Below Average
2022,Head of Data,205000,US,US,Data Leadership,Executive,Full-time,On-site,Medium,North America,North America,True,100.0,"Project Management, Team Leadership, Strategy, Stakeholder Management",Native,6.0,Established,Management,Directs AI Strategy,8.8,Post-Pandemic,205000.0,51250.0,102500.0,256250.0,2.0,2.0,Technology,High,Average
2022,Head of Data,160000,US,US,Data Leadership,Executive,Full-time,On-site,Medium,North America,North America,True,100.0,"Project Management, Team Leadership, Strategy, Stakeholder Management",Native,6.0,Established,Management,Directs AI Strategy,8.8,Post-Pandemic,160000.0,40000.0,80000.0,200000.0,2.0,2.0,Technology,Medium-High,Below Average
2022,Data Analyst,169000,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,169000.0,56333.333333333336,120714.28571428572,211250.0,2.0,7.5,Technology,Medium-High,Highly Competitive
2022,Data Analyst,110600,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,110600.0,36866.666666666664,79000.0,138250.0,2.0,7.5,Technology,Medium-Low,Competitive
2022,Data Engineer,61566,GB,GB,Data Engineer,Entry-Level,Full-time,Remote,Medium,Europe,Europe,True,105.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,58634.28571428571,61566.0,93281.81818181818,73879.20000000001,3.0,4.5,Technology,Low,Below Average
2022,Data Engineer,49253,GB,GB,Data Engineer,Entry-Level,Full-time,Remote,Medium,Europe,Europe,True,105.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,46907.619047619046,49253.0,74625.75757575757,59103.600000000006,3.0,4.5,Technology,Low,Below Average
2022,Data Engineer,160000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,160000.0,53333.333333333336,114285.71428571429,200000.0,2.0,4.5,Technology,Medium-High,Average
2022,Data Engineer,130000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,130000.0,43333.333333333336,92857.14285714287,162500.0,2.0,4.5,Technology,Medium-Low,Below Average
2022,Data Scientist,245000,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,245000.0,81666.66666666667,175000.0,306250.0,2.0,4.0,Technology,High,Highly Competitive
2022,Data Scientist,180000,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,180000.0,60000.0,128571.42857142858,225000.0,2.0,4.0,Technology,High,Competitive
2022,Data Engineer,135000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,135000.0,45000.0,96428.57142857143,168750.0,2.0,4.5,Technology,Medium-Low,Below Average
2022,Data Engineer,100000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,100000.0,33333.333333333336,71428.57142857143,125000.0,2.0,4.5,Technology,Medium-Low,Below Average
2022,Data Engineer,220000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,220000.0,73333.33333333333,157142.85714285716,275000.0,2.0,4.5,Technology,High,Competitive
2022,Data Engineer,150000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,150000.0,50000.0,107142.85714285714,187500.0,2.0,4.5,Technology,Medium-High,Average
2022,Data Scientist,198440,US,US,Data Scientist,Senior,Full-time,On-site,Large,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,198440.0,66146.66666666667,141742.85714285716,257971.99999999997,2.0,4.0,Technology,High,Competitive
2022,Data Scientist,144000,US,US,Data Scientist,Senior,Full-time,On-site,Large,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,144000.0,48000.0,102857.14285714287,187199.99999999997,2.0,4.0,Technology,Medium-High,Average
2022,Data Engineer,240000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,240000.0,80000.0,171428.57142857145,300000.0,2.0,4.5,Technology,High,Competitive
2022,Data Engineer,170000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,170000.0,56666.666666666664,121428.57142857143,212500.0,2.0,4.5,Technology,Medium-High,Competitive
2022,Data Scientist,198440,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,198440.0,66146.66666666667,141742.85714285716,248050.0,2.0,4.0,Technology,High,Competitive
2022,Data Scientist,144000,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,144000.0,48000.0,102857.14285714287,180000.0,2.0,4.0,Technology,Medium-High,Average
2022,Data Analyst,150000,US,US,Data Analyst,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,150000.0,75000.0,150000.0,187500.0,3.0,7.5,Technology,Medium-High,Highly Competitive
2022,Data Analyst,100000,US,US,Data Analyst,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,100000.0,50000.0,100000.0,125000.0,3.0,7.5,Technology,Medium-Low,Competitive
